Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
nvidia,-0.0188105898914332,0.010249818915933,-0.167172080419149,0,0,0,0.240394331617002,0.000357684284600866,-3.61913558197348E-09,-2.92942384657851E-07,0.000746477971691014,4.03533275235886E-06,0.000399399110650853,0,0,0,0,0,0,package://model20/meshes/nvidia.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://model20/meshes/nvidia.STL,,NVDIA_Jetson-4,Origin_nvidia,Axis_nvidia,nvidia,fixed,0.418367655264176,-0.191953362348841,0.0363810058695082,-1.57662480510981,0,-1.5707963267949,base_link,0,0,0,,,,,,,,,,,,
"pusher ",4.88473400367395E-07,-0.0465265708699117,0.0229929210393978,0,0,0,0.22688114098655,0.000430709062315012,-1.19594594798727E-09,-5.02913337951274E-12,0.000930442337810295,-3.21405921052249E-05,0.00127031110351361,0,0,0,0,0,0,package://model20/meshes/pusher .STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://model20/meshes/pusher .STL,,pusher (1)-1,"Origin_pusher ","Axis_pusher ","pusher ",fixed,0.12800972713721,-0.171668848940021,0.00555337054790796,3.13576417527487,0,1.5707963267949,base_link,0,0,0,0,0,0,0,,,,,,,,
camera2,0.0517232586747457,0.0237090257561929,0.00928761272236944,0,0,0,0.043611995028712,4.29479133591139E-06,8.85791113911591E-10,1.01813691670325E-09,2.21058141232439E-05,2.17579681215329E-08,2.35707058046392E-05,0,0,0,0,0,0,package://model20/meshes/camera2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://model20/meshes/camera2.STL,,Webcam_C920-2,Origin_camera2,Axis_camera2,camera2,fixed,0.128289598080188,-0.121173837611466,0.185553692755398,-1.5707963267949,0,-1.5707963267949,base_link,0,0,0,,,,,,,,,,,,
left_rear_wheel_suspension,0.00153023333982266,-0.00499966029225212,-6.66133814775094E-15,0,0,0,0.0239463719407108,1.07207044697232E-06,7.44255756144587E-21,8.65760519950511E-22,5.97423909283024E-06,1.21340967670127E-22,5.30127484486976E-06,0,0,0,0,0,0,package://model20/meshes/left_rear_wheel_suspension.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://model20/meshes/left_rear_wheel_suspension.STL,,suspension2-4,Origin_left_rear_wheel_suspension_joint2,Axis_left_rear_wheel_suspension_joint,left_rear_wheel_suspension_joint,prismatic,0.433013447649035,-0.256382133064,-0.0237625829176585,1.5707963267949,-0.00582847831492541,0,base_link,0,1,0,1000,1000,0,0.008,,,,,,,,
left_rear_wheel_motor,-2.79575138500618E-05,0.0019490794439902,-0.0129364619296177,0,0,0,0.0411670033844286,1.15503164126153E-05,-2.96411876568285E-09,-1.64845302072194E-08,6.93803138202263E-06,1.56454773172938E-07,9.57898906372991E-06,0,0,0,0,0,0,package://model20/meshes/left_rear_wheel_motor.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://model20/meshes/left_rear_wheel_motor.STL,,Dynamixel MX-28-21,Origin_left_rear_wheel_motor_joint2,Axis_left_rear_wheel_motor_joint,left_rear_wheel_motor_joint,fixed,-0.000300000000000022,-0.021785446729879,-0.01,3.14159265358979,0,-1.5707963267949,left_rear_wheel_suspension,0,0,0,3.1,7,,,,,,,,,,
left_rear_wheel,0.0158391990185369,-2.35922392732846E-16,3.10862446895044E-15,0,0,0,0.22822169800504,0.0007892115763339,2.11360881898891E-21,3.93127399226119E-18,0.000410429434291421,-3.31293590145732E-19,0.00041042943429142,0,0,0,0,0,0,package://model20/meshes/left_rear_wheel.STL,1,1,1,1,0,0,0,0,0,0,package://model20/meshes/left_rear_wheel.STL,,Wheel_3dprintABS-15,Origin_left_rear_wheel_joint3,Axis_left_rear_wheel_joint3,left_rear_wheel_joint,continuous,0,0.0133,-0.0247499999999941,1.56496784847997,1.5707963267949,0,left_rear_wheel_motor,1,0,0,3.1,7,,,,,,,,,,
imu,2.77555756156289E-17,0.00250000000000003,0,0,0,0,0.00051,5.31250000000002E-09,-5.08263712322622E-24,-1.57746134744007E-25,8.50000000000001E-09,-1.53500944455405E-25,5.3125E-09,0,0,0,0,0,0,package://model20/meshes/imu.STL,1,1,1,1,0,0,0,0,0,0,package://model20/meshes/imu.STL,,imu-1,Origin_imu3,,imu,fixed,0.22185,-0.21263,0.1761,1.5708,-0.0058285,0,base_link,0,0,0,,,,,,,,,,,,
right_rear_wheel_suspension,0.00153023333982277,-0.00499966029225211,-6.64746035994312E-15,0,0,0,0.0239463719407107,1.07207044697232E-06,6.75268893057664E-21,1.17472711402629E-21,5.97423909283024E-06,3.42916966819491E-22,5.30127484486976E-06,0,0,0,0,0,0,package://model20/meshes/right_rear_wheel_suspension.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://model20/meshes/right_rear_wheel_suspension.STL,,suspension2-3,Origin_right_rear_wheel_suspension_joint2,Axis_right_rear_wheel_suspension_joint,right_rear_wheel_suspension_joint,prismatic,0.433012893967015,-0.0863808182699648,-0.0236675880115178,1.5707963267949,-0.00582847831492541,0,base_link,0,1,0,1000,1000,0,0.008,,,,,,,,
right_rear_wheel_motor,-2.79575138501312E-05,0.00194907944399003,-0.012936461929631,0,0,0,0.0411670033844286,1.15503164126153E-05,-2.96411876568295E-09,-1.64845302071913E-08,6.93803138202262E-06,1.56454773172922E-07,9.5789890637299E-06,0,0,0,0,0,0,package://model20/meshes/right_rear_wheel_motor.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://model20/meshes/right_rear_wheel_motor.STL,,Dynamixel MX-28-20,Origin_right_rear_wheel_motor_joint2,Axis_right_rear_wheel_motor_joint,right_rear_wheel_motor_joint,fixed,-0.000300000000000245,-0.021785446729879,0.01,0,0,1.5707963267949,right_rear_wheel_suspension,0,0,0,3.1,7,,,,,,,,,,
right_rear_wheel,0.0158391990185492,9.71445146547012E-17,2.77555756156289E-16,0,0,0,0.22822169800504,0.000789211576333899,-6.68033070601968E-21,-1.31945473900855E-18,0.000410429434291421,-3.64488865115367E-19,0.00041042943429142,0,0,0,0,0,0,package://model20/meshes/right_rear_wheel.STL,1,1,1,1,0,0,0,0,0,0,package://model20/meshes/right_rear_wheel.STL,,Wheel_3dprintABS-14,Origin_right_rear_wheel_joint3,Axis_right_rear_wheel_joint3,right_rear_wheel_joint,continuous,0,0.0133,-0.02475,1.5766,1.5708,0,right_rear_wheel_motor,-1,0,0,3.1,7,,,,,,,,,,
lidar,0.00993962815441618,0.0348253901515027,0.0075415549881262,0,0,0,0.0730845730370577,2.41250080302792E-05,8.21520633180286E-09,-1.04036431330037E-07,4.14054979863134E-05,-6.82811367309102E-07,1.95938297291199E-05,0,0,0,0,0,0,package://model20/meshes/lidar.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://model20/meshes/lidar.STL,,RPLidar-5,Origin_imu,,lidar_joint,fixed,0.19191,-0.16763,0.16593,3.1416,0,1.5708,base_link,0,0,0,,,,,,,,,,,,
